"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SR_03_RLTD_ORG_PTR_EIN","SR_03_RLTD_ORG_PTR_PRIMARY_ACT","SR_03_RLTD_ORG_PTR_DMCL_STATE","SR_03_RLTD_ORG_PTR_CTRL_NA","SR_03_RLTD_ORG_PTR_PREDMNTINCOME","SR_03_RLTD_ORG_PTR_TOT_INCOME","SR_03_RLTD_ORG_PTR_EOY_ASSETS","SR_03_RLTD_ORG_PTR_ALLOC_X","SR_03_RLTD_ORG_PTR_GENERAL_X","SR_03_RLTD_ORG_PTR_PCT_OWN","SR_03_RLTD_ORG_PTR_DMCL_CNTR"
"201741319349305654","131624100","MUSEUM OF MODERN ART","2015","990","https://s3.amazonaws.com/irs-form-990/201741319349305654_public.xml","202379359","Real Estate","NY","N/A","Related","-282807","3951223","0","1","1",NA
"201923199349320472","411658987","THE SOAP FACTORY","2018","990","https://s3.amazonaws.com/irs-form-990/201923199349320472_public.xml","824785250","NONRESIDENTIAL RENTAL","MN",NA,"RELATED",NA,"1737923","0","1","1.00000",NA
"201811159349300026","510152836","MISSOURI VETERINARY MEDICAL FOUNDATION","2017","990","https://s3.amazonaws.com/irs-form-990/201811159349300026_public.xml","431806574","BLDG OWNED","MO","N/A",NA,"1972","194827","false","true","0.50000",NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","474542524","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","464145333","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","463848056","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","300829016","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","134215034","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","263400946","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","201973523","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","900908453","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","273310646","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981136230","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","462548899","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","475397308","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","462501216","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","472638594","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","472097418","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","471979711","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","352384789","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","800910794","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043437926","INVESTMENTS","MA",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043481078","INVESTMENTS","MA",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043423446","INVESTMENTS","MA",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980558809","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"LU"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","043070522","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","900909419","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","274668306","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","208376342","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","473889463","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","461377243","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","472033623","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","364762301","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981207239","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"JE"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","462568911","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","460986140","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","710890767","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","981265836","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"CJ"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","980563996","INVESTMENTS",NA,NA,"N/A",NA,NA,NA,NA,NA,"NL"
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","320410036","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
"201711329349300011","530199180","Trustees for Harvard University","2015","990","https://s3.amazonaws.com/irs-form-990/201711329349300011_public.xml","383931197","INVESTMENTS","DE",NA,"N/A",NA,NA,NA,NA,NA,NA
