"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SH_05_NON_HOSPITAL_FACILITY_TYPE","NumberOfOtherFacilities"
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","OBGYN, DIAGNOSTIC RADIOLOGY, GEN SURGERY, DRAW STATION, RAD ONC, GASTRO",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIAC REHABILITATION CARDIOVASCULAR DISEASE, NUTRITION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DIAGNOSTIC RADIOLOGY",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","REHAB PRIM CARE, OBGYN, CARDIOV DISEASE, DERMATOLOGY, ENDOCRIN, DIAB & METAB",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIOVASCULAR DISEASE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DIAGNOSTIC RADIOLOGY",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIOVASCULAR DISEASE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION, DIAGNOSTIC RADIOLOGY, EMERGENCY MEDICINE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DIAGNOSTIC RADIOLOGY",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIOVASCULAR DISEASE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","REHABILITATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","REHABILITATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","REHABILITATION, DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIOVASCULAR DISEASE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DIAGNOSTIC RADIOLOGY, DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","REHABILITATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","CARDIOVASCULAR DISEASE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","GENETICS",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","SLEEP MEDICINE",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","PSYCHIATRY",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION",NA
"202022269349301412","060646554","BRIDGEPORT HOSPITAL","2018","990","https://s3.amazonaws.com/irs-form-990/202022269349301412_public.xml","DRAW STATION",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","PHYSICAL, OCCUPATIONAL AND SPEECH THERAPY",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","PHYSICIAN OFFICES, HOME HEALTH",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","RADIOLOGY, LAB, PHYSICAL AND OCCUPATIONAL THERAPY, AND RURAL HEALTH CLINIC",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","RURAL HEALTH CLINIC",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","RURAL HEALTH CLINIC",NA
"201831159349301018","250984595","BROOKVILLE HOSPITAL","2016","990","https://s3.amazonaws.com/irs-form-990/201831159349301018_public.xml","RURAL HEALTH CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","IMAGING CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","AMBULATORY SURGERY CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","IMAGING CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","IMAGING CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","IMAGING CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","AMBULATORY SURGERY CENTER",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201603199349303430","560554230","THE PRESBYTERIAN HOSPITAL","2015","990","https://s3.amazonaws.com/irs-form-990/201603199349303430_public.xml","PHYSICIAN CLINIC",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Eye Center",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","General Cardiology, Integrative Medicine",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Wellness Center",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Center Center",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Sleep Lab",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Wellness Center",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Sleep Lab",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Wellness Center",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Rehabilitation Department",NA
"201732229349301258","060646668","Hartford Hospital","2015","990","https://s3.amazonaws.com/irs-form-990/201732229349301258_public.xml","Wellness Center",NA
