"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SI_03_GRANT_US_INDIV_TYPE_GRANT","SI_03_GRANT_US_INDIV_NUM","SI_03_GRANT_US_INDIV_AMT_CASH","SI_03_GRANT_US_INDIV_MOV"
"201432589349300018","223079967","COLLINGSWOOD ATHLETIC HALL OF FAME","2013","990","https://s3.amazonaws.com/irs-form-990/201432589349300018_public.xml","ACADEMIC SCHOLARSHIPS",NA,NA,NA
"202033529349300043","561776900","CORE SOUND WATERFOWL MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202033529349300043_public.xml","ASSISTANCE FOR HURRICANE FLORENCE","50","14397",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"800",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1500",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1000",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1000",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1000",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1000",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"600",NA
"201521259349301377","752699500","AMERICAN PAINT HORSE","2014","990","https://s3.amazonaws.com/irs-form-990/201521259349301377_public.xml","SCHOLARSHIP",NA,"1000",NA
