"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","SK_05_BOND_ISSUE_REFERENCE_NUM","SK_05_PROC_CORRECTIVE_ACT_X"
"201832009349300543","421415581","SALISBURY HOUSE FOUNDATION","2017","990","https://s3.amazonaws.com/irs-form-990/201832009349300543_public.xml","A","0"
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","A","true"
"202022279349301432","530206027","Smithsonian Institution","2018","990","https://s3.amazonaws.com/irs-form-990/202022279349301432_public.xml","B","true"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","A","1"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","B","1"
"201621379349302262","131624100","MUSEUM OF MODERN ART","2014","990","https://s3.amazonaws.com/irs-form-990/201621379349302262_public.xml","C","1"
"201541329349303564","133475390","LOWER EAST SIDE TENEMENT MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541329349303564_public.xml","A","0"
"202120919349300917","941696494","THE EXPLORATORIUM","2019","990","https://s3.amazonaws.com/irs-form-990/202120919349300917_public.xml","A","1"
"201723499349300507","760217152","MANNED SPACE FLIGHT EDUCATION","2016","990","https://s3.amazonaws.com/irs-form-990/201723499349300507_public.xml","A","0"
"201623199349309352","160954168","MARGARET WOODBURY STRONG MUSEUM","2015","990","https://s3.amazonaws.com/irs-form-990/201623199349309352_public.xml","A","0"
"201630989349300648","042104327","THE INSTITUTE OF CONTEMPORARY ART INC","2014","990","https://s3.amazonaws.com/irs-form-990/201630989349300648_public.xml","A","1"
"201500489349300045","951855640","MUSEUM OF CONTEMPORARY ART SAN DIEGO","2013","990","https://s3.amazonaws.com/irs-form-990/201500489349300045_public.xml","A","0"
"202003219349304595","311139447","EITELJORG MUSEUM OF AMERICAN INDIANS","2019","990","https://s3.amazonaws.com/irs-form-990/202003219349304595_public.xml","A","1"
"201940469349301014","410706172","SCIENCE MUSEUM OF MINNESOTA","2017","990","https://s3.amazonaws.com/irs-form-990/201940469349301014_public.xml","A","1"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","A","true"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","B","true"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","C","true"
"201410659349300206","446012977","NELSON GALLERY FOUNDATION","2012","990","https://s3.amazonaws.com/irs-form-990/201410659349300206_public.xml","D","true"
"201733569349300633","366154098","MUSEUM OF CONTEMPORARY ART","2016","990","https://s3.amazonaws.com/irs-form-990/201733569349300633_public.xml","A","0"
"201931359349308588","470920831","The Contemporary Jewish Museum","2017","990","https://s3.amazonaws.com/irs-form-990/201931359349308588_public.xml","A","true"
"201411349349306501","020223322","Currier Museum of Art","2012","990","https://s3.amazonaws.com/irs-form-990/201411349349306501_public.xml","A","1"
"201702449349300025","580610074","TELFAIR MUSEUM OF ART INC","2016","990","https://s3.amazonaws.com/irs-form-990/201702449349300025_public.xml","A","0"
"201603089349302270","362167011","FIELD MUSEUM OF NATURAL HISTORY","2015","990","https://s3.amazonaws.com/irs-form-990/201603089349302270_public.xml","A","1"
"201420489349300132","841366092","MUSEUM OF CONTEMPORARY ART DENVER","2012","990","https://s3.amazonaws.com/irs-form-990/201420489349300132_public.xml","A","false"
"202031489349300908","360895575","CHICAGO ACADEMY OF SCIENCES","2018","990","https://s3.amazonaws.com/irs-form-990/202031489349300908_public.xml","A","1"
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","A","1"
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","B","1"
"202043219349321079","521382926","NATIONAL LAW ENFORCEMENT OFFICERS","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349321079_public.xml","C","1"
"201622289349304117","540541801","THE MARINERS' MUSEUM","2014","990","https://s3.amazonaws.com/irs-form-990/201622289349304117_public.xml","A","0"
"202023189349311082","464118590","THE WALT DISNEY FAMILY MUSEUM","2019","990","https://s3.amazonaws.com/irs-form-990/202023189349311082_public.xml","A","1"
"202043219349310094","620753887","COUNTRY MUSIC FOUNDATION INC","2019","990","https://s3.amazonaws.com/irs-form-990/202043219349310094_public.xml","A","0"
"201840129349300349","951880698","Catalina Island Museum","2016","990","https://s3.amazonaws.com/irs-form-990/201840129349300349_public.xml","A","0"
"201541349349305244","770507525","COMPUTER HISTORY MUSEUM","2013","990","https://s3.amazonaws.com/irs-form-990/201541349349305244_public.xml","A","1"
"201441019349300134","951643375","SAN DIEGO SOCIETY OF NATURAL HISTORY","2012","990","https://s3.amazonaws.com/irs-form-990/201441019349300134_public.xml","A","true"
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","A","1"
"201801309349302580","042104334","ISABELLA STEWART GARDNER MUSEUM INC","2016","990","https://s3.amazonaws.com/irs-form-990/201801309349302580_public.xml","B","1"
