"OBJECT_ID","EIN","NAME","TAXYR","FORMTYPE","URL","F9_07_COMP_DTK_NAME_PERS","F9_07_COMP_DTK_TITLE","F9_07_COMP_DTK_AVE_HOUR_WEEK","F9_07_COMP_DTK_AVE_HOUR_WEEK_RL","F9_07_COMP_DTK_POS_INDIV_TRUST_X","F9_07_COMP_DTK_COMP_ORG","F9_07_COMP_DTK_COMP_RLTD","F9_07_COMP_DTK_COMP_OTH","F9_07_COMP_DTK_POS_OFF_X","F9_07_COMP_DTK_POS_HIGH_COMP_X","F9_07_COMP_DTK_POS_KEY_EMPL_X","F9_07_COMP_DTK_POS_INST_TRUST_X","F9_07_COMP_DTK_POS_FORMER_X"
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","LARRY PHILLIPS JR","BOARD MEMBER","0.50","0.50","X","0","15534","0",NA,NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","BRUCE BLEAKMAN","BOARD MEMBER","0.50","0.50","X","0","16375","0",NA,NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","JAMES ROGER MADALENA","SECRETARY/TR","0.50","0.50","X","0","13188","0","X",NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","CHRIS BACA","VICE CHAIRMA","0.50","0.50","X","0","13094","0","X",NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","RON SHUTIVA","CHAIRMAN","0.50","0.50","X","0","13938","0","X",NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","MICHAEL CANFIELD","PRESIDENT AN","20.00","20.00",NA,"0","351826","0","X",NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","CHRISTOPHER ANDERSON","CFO","10.00","30.00",NA,"0","142023","1772","X",NA,NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","BARBARA TRACY","DIRECTOR OF","10.00","30.00",NA,"0","129577","3094",NA,"X",NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","MONIQUE FRAGUA","VP COMMERCIA","10.00","30.00",NA,"0","119556","3094",NA,"X",NA,NA,NA
"202042269349302524","850232968","INDIAN PUEBLO CULTURAL CENTER","2018","990","https://s3.amazonaws.com/irs-form-990/202042269349302524_public.xml","MICHELLE GARCIA","VP SUPPORT S","0.00","40.00",NA,"0","107118","3094",NA,"X",NA,NA,NA
